variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to02,8,3,25,0.188313,0.00130021,-0.00252894,0.000795093,-3.18068,-0.00582309,-0.00536201,0.0074504,0.661438,0.0012033,0.863053
z02to04,8,3,25,0.187627,0.00129057,-0.00270715,0.000789014,-3.43105,-0.00623343,-0.00573986,0.00771049,0.708958,0.00114951,0.805448
z04to06,8,3,25,0.186079,0.00127184,-0.00097024,0.000785012,-1.23596,-0.00223406,-0.00205716,0.00587463,0.211517,0.0012645,0.949079
z06to08,8,3,25,0.188932,0.00131329,-0.00242177,0.000802991,-3.01594,-0.00557634,-0.0051348,0.00677151,0.711812,0.00103112,0.613768
z08to10,8,3,25,0.190298,0.00131085,-0.00401761,0.000795561,-5.05003,-0.00925088,-0.00851838,0.00789659,0.894109,0.000919695,0.503392
