variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
etaCore,8,3,25,0.177376,0.00105422,-0.00615536,0.000627868,-9.80359,-0.0141732,-0.013051,0.0141181,0.952234,0.000884621,0.803523
etaMid,8,3,25,0.194409,0.000926596,-0.00494431,0.00055711,-8.87493,-0.0113847,-0.0104832,0.0123356,0.924159,0.00091498,1.07731
etaEdge,8,3,25,0.196347,0.00121076,0.00240741,0.000767637,3.13613,0.00554327,0.00510435,0.00714661,0.599376,0.00139135,1.09566
fullEta,8,3,25,0.191075,0.000606358,-0.00359253,0.000368113,-9.75931,-0.00827211,-0.00761711,0.00883605,0.946924,0.000562442,0.889755
originalEta,8,3,25,0.188284,0.000577071,-0.00254339,0.000353247,-7.20004,-0.00585637,-0.00539266,0.00674164,0.866533,0.000666597,1.33079
