variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.188284,0.000577071,-0.00254339,0.000353247,-7.20004,-0.00585637,-0.00539266,0.00674164,0.866533,0.000666597,1.33079
z10to20,8,3,25,0.192384,0.000602255,-0.00246441,0.000372108,-6.62284,-0.00567452,-0.0052252,0.00606464,0.813191,0.000806077,1.67936
z20to30,8,3,25,0.208018,0.00077908,-0.00611288,0.000470591,-12.9898,-0.0140754,-0.0129609,0.0131105,0.971634,0.00069028,0.821
z30to45,8,3,25,0.234889,0.000966203,-0.00987069,0.000574243,-17.189,-0.0227281,-0.0209285,0.0193275,0.954161,0.00142849,2.36575
z45to60,8,3,25,0.323109,0.00251754,-0.00287265,0.00156912,-1.83074,-0.00661452,-0.00609078,0.0268115,0.0412827,0.0103181,12.9725
