variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to02,8,3,25,0.181539,0.00109582,-0.00659864,0.00065522,-10.0709,-0.0151939,-0.0139909,0.0163692,0.865863,0.0016875,2.61867
z02to04,8,3,25,0.182047,0.00111622,-0.00725766,0.000666469,-10.8897,-0.0167114,-0.0153881,0.018486,0.936988,0.00119487,1.32914
z04to06,8,3,25,0.183047,0.00114811,-0.00736921,0.000684703,-10.7626,-0.0169682,-0.0156247,0.0225196,0.778013,0.00246989,5.50842
z06to08,8,3,25,0.178242,0.00106548,-0.00516,0.000642089,-8.03627,-0.0118813,-0.0109406,0.0127627,0.862941,0.00134752,1.70957
z08to10,8,3,25,0.179538,0.00109292,-0.00591876,0.000657484,-9.00213,-0.0136284,-0.0125493,0.0171733,0.78859,0.00197215,3.62088
