variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to02,8,3,25,0.182524,0.00147299,-0.00571625,0.00147299,-3.88071,-0.0131622,-0.01212,0.0110429,0.720135,0.00233735,0.975453
z02to04,8,3,25,0.184219,0.00156187,-0.00792452,0.00156187,-5.07374,-0.0182469,-0.0168021,0.0247933,0.697446,0.00313588,1.86122
z04to06,8,3,25,0.181769,0.00153506,-0.00549913,0.00153506,-3.58235,-0.0126622,-0.0116596,0.025119,0.419574,0.00401229,2.95884
z06to08,8,3,25,0.182173,0.00146198,-0.00641479,0.00146198,-4.38773,-0.0147706,-0.013601,0.0155401,0.701188,0.0026929,1.36739
z08to10,8,3,25,0.182213,0.00151129,-0.00651706,0.00151129,-4.31226,-0.0150061,-0.0138179,0.0218588,0.525158,0.00388427,2.80232
