variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to02,8,3,25,0.200865,0.00185353,0.0017233,0.00185353,0.929742,0.00396805,0.00365385,0.00747555,0.22972,0.00219347,0.483084
z02to04,8,3,25,0.201848,0.00184508,0.000769521,0.00184508,0.417066,0.00177189,0.00163159,0.0101813,0.0512693,0.00230407,0.536468
z04to06,8,3,25,0.191649,0.00164508,0.00459009,0.00164508,2.79019,0.0105691,0.00973221,0.00996809,0.83948,0.00144872,0.248106
z06to08,8,3,25,0.191942,0.00168716,0.00448182,0.00168716,2.65643,0.0103198,0.00950264,0.0114729,0.646487,0.00236589,0.643122
z08to10,8,3,25,0.19572,0.00165959,0.000243013,0.00165959,0.14643,0.000559557,0.000515251,0.00917342,0.00318446,0.00303097,1.11863
