variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.195309,0.000583608,-0.0049467,0.000583608,-8.47608,-0.0113902,-0.0104883,0.012968,0.901985,0.00104928,1.30116
z10to20,8,3,25,0.203941,0.00066446,-0.0034997,0.00066446,-5.26698,-0.00805836,-0.00742029,0.0100407,0.632473,0.00178512,2.68671
z20to30,8,3,25,0.221161,0.000840543,-0.00706171,0.000840543,-8.40137,-0.0162602,-0.0149727,0.016719,0.853423,0.0019456,2.02047
z30to45,8,3,25,0.243878,0.000856796,-0.0177579,0.000856796,-20.726,-0.0408891,-0.0376515,0.0343173,0.936391,0.00288275,4.86341
z45to60,8,3,25,0.286786,0.00133542,-0.0291837,0.00133542,-21.8535,-0.0671978,-0.061877,0.0558823,0.951837,0.00387188,4.02757
