variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.183259,0.000469315,-0.0069299,0.000469315,-14.766,-0.0159567,-0.0146932,0.0198067,0.843983,0.0018622,6.71757
z10to20,8,3,25,0.184528,0.000464748,-0.00769372,0.000464748,-16.5546,-0.0177154,-0.0163127,0.0210911,0.874786,0.00186365,6.53787
z20to30,8,3,25,0.181678,0.000471637,-0.00720388,0.000471637,-15.2742,-0.0165876,-0.0152741,0.0194651,0.892736,0.00158908,4.67195
z30to45,8,3,25,0.179736,0.000385068,-0.00731593,0.000385068,-18.9991,-0.0168456,-0.0155117,0.0172111,0.972258,0.000790516,1.71662
z45to60,8,3,25,0.178464,0.000389475,-0.0079751,0.000389475,-20.4765,-0.0183633,-0.0169093,0.0193898,0.947056,0.0011998,3.90662
