variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to02,8,3,25,0.19267,0.00131534,-0.00351961,0.00131534,-2.67581,-0.00810419,-0.00746249,0.0141821,0.435958,0.00255898,1.54392
z02to04,8,3,25,0.19403,0.00126826,-0.00632996,0.00126826,-4.99106,-0.0145753,-0.0134212,0.0150698,0.79837,0.00201709,1.04854
z04to06,8,3,25,0.192033,0.00129526,-0.00279805,0.00129526,-2.16022,-0.00644274,-0.0059326,0.0102366,0.465007,0.00195439,0.894814
z06to08,8,3,25,0.196058,0.00131494,-0.00495364,0.00131494,-3.7672,-0.0114062,-0.010503,0.0148882,0.611741,0.00256763,1.50121
z08to10,8,3,25,0.201141,0.00138788,-0.00686254,0.00138788,-4.94463,-0.0158016,-0.0145504,0.0141921,0.831265,0.00196853,0.827148
