variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to02,8,3,25,0.188314,0.000795113,-0.00252937,0.000795113,-3.18115,-0.0058241,-0.00536294,0.00745191,0.661491,0.00120335,0.863104
z02to04,8,3,25,0.187628,0.000789025,-0.00270755,0.000789025,-3.43151,-0.00623436,-0.00574072,0.00771183,0.708988,0.00114959,0.805548
z04to06,8,3,25,0.186078,0.000785,-0.000969705,0.000785,-1.23529,-0.00223283,-0.00205603,0.00587275,0.21139,0.0012643,0.948781
z06to08,8,3,25,0.188932,0.000802995,-0.00242184,0.000802995,-3.01601,-0.0055765,-0.00513495,0.00677215,0.711745,0.00103132,0.613998
z08to10,8,3,25,0.190298,0.000795554,-0.00401729,0.000795554,-5.04967,-0.00925015,-0.00851771,0.00789476,0.894008,0.000920126,0.503857
