variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.186945,0.00105149,-0.00686253,0.00105149,-6.52648,-0.0158016,-0.0145504,0.0161835,0.899097,0.00145393,0.79672
z10to20,8,3,25,0.188891,0.00106775,-0.00702527,0.00106775,-6.57952,-0.0161763,-0.0148954,0.016764,0.840165,0.00194872,1.3726
z20to30,8,3,25,0.184172,0.00105211,-0.00556179,0.00105211,-5.28631,-0.0128065,-0.0117925,0.0155875,0.765884,0.0019459,1.42371
z30to45,8,3,25,0.184507,0.000844208,-0.00765095,0.000844208,-9.06287,-0.017617,-0.016222,0.0188701,0.933643,0.001264,0.972937
z45to60,8,3,25,0.1787,0.000817704,-0.00765395,0.000817704,-9.36029,-0.0176239,-0.0162284,0.0190692,0.884825,0.00168581,1.90077
