variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.191789,0.00038066,-0.00365467,0.00038066,-9.60088,-0.0084152,-0.00774887,0.00959,0.8676,0.00094051,2.34445
z10to20,8,3,25,0.193974,0.00039331,-0.00316025,0.00039331,-8.035,-0.00727674,-0.00670056,0.00724584,0.911747,0.000665271,1.04154
z20to30,8,3,25,0.20925,0.000497379,-0.00737118,0.000497379,-14.82,-0.0169728,-0.0156288,0.0155141,0.970903,0.000827022,1.09703
z30to45,8,3,25,0.23713,0.000602081,-0.0132477,0.000602081,-22.0032,-0.030504,-0.0280886,0.0261644,0.978655,0.00123816,1.7599
z45to60,8,3,25,0.33109,0.00161059,-0.0172531,0.00161059,-10.7123,-0.0397267,-0.0365811,0.0370636,0.626348,0.00921893,11.4095
