variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to02,8,3,25,0.184376,0.000709075,-0.00720302,0.000709075,-10.1583,-0.0165856,-0.0152723,0.0178086,0.885806,0.00165919,2.21717
z02to04,8,3,25,0.185005,0.000717536,-0.00815987,0.000717536,-11.3721,-0.0187888,-0.0173011,0.0208837,0.936778,0.00132751,1.45466
z04to06,8,3,25,0.184304,0.000726053,-0.00741777,0.000726053,-10.2166,-0.01708,-0.0157276,0.0237482,0.73991,0.00274125,6.11511
z06to08,8,3,25,0.180345,0.000686343,-0.00577599,0.000686343,-8.4156,-0.0132997,-0.0122466,0.0151262,0.851513,0.00155823,2.05834
z08to10,8,3,25,0.180944,0.000707173,-0.00592107,0.000707173,-8.37287,-0.0136338,-0.0125542,0.019412,0.691474,0.00250968,5.21332
