variant,Ecenter,mean,meanErr,RMS,RMSErr
CLUSRAW,3,-0.00179996,1.99377e-05,0.00429509,1.40981e-05
CLUSRAW,5,-0.00135644,1.87949e-05,0.00414154,1.329e-05
CLUSRAW,7,-0.00111077,1.76633e-05,0.00406068,1.24899e-05
CLUSRAW,9,-0.000919333,1.75275e-05,0.00412808,1.23938e-05
CLUSRAW,11,-0.000734665,1.77755e-05,0.00423079,1.25692e-05
CLUSRAW,13.5,-0.000520832,1.48513e-05,0.0043318,1.05015e-05
CLUSRAW,17.5,-0.000252901,1.15518e-05,0.00435489,8.16833e-06
CLUSRAW,25,-7.15901e-05,7.58131e-06,0.00406498,5.3608e-06
CLUSCP,3,-0.0011235,1.74936e-05,0.00376857,1.23699e-05
CLUSCP,5,-0.000666351,1.51862e-05,0.00334635,1.07383e-05
CLUSCP,7,-0.000407798,1.36989e-05,0.00314929,9.68659e-06
CLUSCP,9,-0.000230504,1.3574e-05,0.00319695,9.59826e-06
CLUSCP,11,-8.6395e-05,1.4028e-05,0.00333885,9.91932e-06
CLUSCP,13.5,0.00014539,1.20102e-05,0.00350311,8.49249e-06
CLUSCP,17.5,0.000384965,9.18658e-06,0.00346324,6.49589e-06
CLUSCP,25,0.000579414,5.60438e-06,0.00300498,3.96289e-06
CLUSCP_EA,3,-0.0011235,1.74936e-05,0.00376857,1.23699e-05
CLUSCP_EA,5,-0.000666351,1.51862e-05,0.00334635,1.07383e-05
CLUSCP_EA,7,-0.000407798,1.36989e-05,0.00314929,9.68659e-06
CLUSCP_EA,9,-0.000230504,1.3574e-05,0.00319695,9.59826e-06
CLUSCP_EA,11,-8.6395e-05,1.4028e-05,0.00333885,9.91932e-06
CLUSCP_EA,13.5,0.00014539,1.20102e-05,0.00350311,8.49249e-06
CLUSCP_EA,17.5,0.000384965,9.18658e-06,0.00346324,6.49589e-06
CLUSCP_EA,25,0.000579414,5.60438e-06,0.00300498,3.96289e-06
CLUSCP_EA_vzDep,3,-0.0011235,1.74936e-05,0.00376857,1.23699e-05
