KIND,VARIANT,SUFFIX,BIN,E_low,E_high,ENTRIES,MEAN,RMS,SRC,NAME
eta,CLUSRAW,,3,8,10,101053,6.53153e-05,0.00757103,NAME,h_eta_diff_cpRaw_8_10
eta,CLUSCP,,3,8,10,101053,9.64883e-05,0.00728448,NAME,h_eta_diff_cpCorr_8_10
eta,CLUSCP_EA_vzDep,,3,8,10,101053,7.84084e-05,0.00724667,NAME,h_eta_diff_cpCorrEA_geom_8_10
eta,CLUSCP_EA_etaDep,,3,8,10,101053,8.79929e-05,0.00723379,NAME,h_eta_diff_cpCorrEA_fitEtaDep_8_10
eta,CLUSCP_EA,,3,8,10,101053,8.93228e-05,0.0072312,NAME,h_eta_diff_cpCorrEA_fitEnergyOnly_8_10
eta,CLUSCP_EA_mixed,,3,8,10,101053,8.77353e-05,0.0072334,NAME,h_eta_diff_cpCorrEA_fitPhiE_etaEtaDep_8_10
eta,CLUScpDirectBvals,,3,8,10,101053,9.00534e-05,0.00722199,NAME,h_eta_diff_cpBcorr_8_10
phi,PDCraw,0_60vz,3,8,10,101053,0.000274163,0.00567331,XAXIS,h_phi_diff_raw_8_10_0_60vz
phi,PDCcor,0_60vz,3,8,10,101053,0.000305917,0.00531241,XAXIS,h_phi_diff_corr_8_10_0_60vz
phi,CLUSRAW,0_60vz,3,8,10,101053,0.00023083,0.00576367,NAME,h_phi_diff_cpRaw_8_10_0_60vz
phi,CLUSCP,0_60vz,3,8,10,101053,0.000322776,0.00539944,NAME,h_phi_diff_cpCorr_8_10_0_60vz
phi,CLUSCP_EA_vzDep,0_60vz,3,8,10,101053,0.000329675,0.00538965,NAME,h_phi_diff_cpCorrEA_geom_8_10_0_60vz
phi,CLUSCP_EA_etaDep,0_60vz,3,8,10,101053,0.000327845,0.00538998,NAME,h_phi_diff_cpCorrEA_fitEtaDep_8_10_0_60vz
phi,CLUSCP_EA,0_60vz,3,8,10,101053,0.000326177,0.00539131,NAME,h_phi_diff_cpCorrEA_fitEnergyOnly_8_10_0_60vz
phi,CLUSCP_EA_mixed,0_60vz,3,8,10,101053,0.000325452,0.0053912,NAME,h_phi_diff_cpCorrEA_fitPhiE_etaEtaDep_8_10_0_60vz
phi,CLUScpDirectBvals,0_60vz,3,8,10,101053,0.00029411,0.00542509,NAME,h_phi_diff_cpBcorr_8_10_0_60vz
eta,PDCraw,0_60vz,3,8,10,101053,9.23206e-06,0.00750049,XAXIS,h_eta_diff_raw_8_10_0_60vz
eta,PDCcor,0_60vz,3,8,10,101053,9.9288e-06,0.00708243,XAXIS,h_eta_diff_corr_8_10_0_60vz
eta,CLUSRAW,0_60vz,3,8,10,101053,6.53153e-05,0.00757103,NAME,h_eta_diff_cpRaw_8_10_0_60vz
eta,CLUSCP,0_60vz,3,8,10,101053,9.64883e-05,0.00728448,NAME,h_eta_diff_cpCorr_8_10_0_60vz
eta,CLUSCP_EA_vzDep,0_60vz,3,8,10,101053,7.84084e-05,0.00724667,NAME,h_eta_diff_cpCorrEA_geom_8_10_0_60vz
eta,CLUSCP_EA_etaDep,0_60vz,3,8,10,101053,8.79929e-05,0.00723379,NAME,h_eta_diff_cpCorrEA_fitEtaDep_8_10_0_60vz
eta,CLUSCP_EA,0_60vz,3,8,10,101053,8.93228e-05,0.0072312,NAME,h_eta_diff_cpCorrEA_fitEnergyOnly_8_10_0_60vz
eta,CLUSCP_EA_mixed,0_60vz,3,8,10,101053,8.77353e-05,0.0072334,NAME,h_eta_diff_cpCorrEA_fitPhiE_etaEtaDep_8_10_0_60vz
eta,CLUScpDirectBvals,0_60vz,3,8,10,101053,9.00534e-05,0.00722199,NAME,h_eta_diff_cpBcorr_8_10_0_60vz
phi,PDCraw,,4,10,12,96870,0.000261825,0.00497952,XAXIS,h_phi_diff_raw_10_12
eta,PDCraw,,4,10,12,96870,-5.10976e-05,0.00618159,XAXIS,h_eta_diff_raw_10_12
phi,PDCcor,,4,10,12,96870,0.000222866,0.00463882,XAXIS,h_phi_diff_corr_10_12
eta,PDCcor,,4,10,12,96870,-3.74257e-05,0.00585555,XAXIS,h_eta_diff_corr_10_12
phi,CLUSRAW,,4,10,12,96870,0.000255299,0.00510042,NAME,h_phi_diff_cpRaw_10_12
phi,CLUSCP,,4,10,12,96870,0.000279055,0.00477732,NAME,h_phi_diff_cpCorr_10_12
phi,CLUSCP_EA_vzDep,,4,10,12,96870,0.000293584,0.00473424,NAME,h_phi_diff_cpCorrEA_geom_10_12
phi,CLUSCP_EA_etaDep,,4,10,12,96870,0.000290488,0.00473114,NAME,h_phi_diff_cpCorrEA_fitEtaDep_10_12
phi,CLUSCP_EA,,4,10,12,96870,0.000290762,0.004734,NAME,h_phi_diff_cpCorrEA_fitEnergyOnly_10_12
phi,CLUSCP_EA_mixed,,4,10,12,96870,0.000289907,0.00473308,NAME,h_phi_diff_cpCorrEA_fitPhiE_etaEtaDep_10_12
phi,CLUScpDirectBvals,,4,10,12,96870,0.000270889,0.00477758,NAME,h_phi_diff_cpBcorr_10_12
eta,CLUSRAW,,4,10,12,96870,5.17693e-06,0.00623404,NAME,h_eta_diff_cpRaw_10_12
eta,CLUSCP,,4,10,12,96870,4.42829e-05,0.00610974,NAME,h_eta_diff_cpCorr_10_12
eta,CLUSCP_EA_vzDep,,4,10,12,96870,2.45402e-05,0.00598319,NAME,h_eta_diff_cpCorrEA_geom_10_12
eta,CLUSCP_EA_etaDep,,4,10,12,96870,3.33324e-05,0.00599675,NAME,h_eta_diff_cpCorrEA_fitEtaDep_10_12
eta,CLUSCP_EA,,4,10,12,96870,3.52858e-05,0.00600149,NAME,h_eta_diff_cpCorrEA_fitEnergyOnly_10_12
eta,CLUSCP_EA_mixed,,4,10,12,96870,3.33221e-05,0.00599618,NAME,h_eta_diff_cpCorrEA_fitPhiE_etaEtaDep_10_12
eta,CLUScpDirectBvals,,4,10,12,96870,3.71927e-05,0.00599058,NAME,h_eta_diff_cpBcorr_10_12
phi,PDCraw,0_60vz,4,10,12,96870,0.000261825,0.00497952,XAXIS,h_phi_diff_raw_10_12_0_60vz
phi,PDCcor,0_60vz,4,10,12,96870,0.000222866,0.00463882,XAXIS,h_phi_diff_corr_10_12_0_60vz
phi,CLUSRAW,0_60vz,4,10,12,96870,0.000255299,0.00510042,NAME,h_phi_diff_cpRaw_10_12_0_60vz
phi,CLUSCP,0_60vz,4,10,12,96870,0.000279055,0.00477732,NAME,h_phi_diff_cpCorr_10_12_0_60vz
phi,CLUSCP_EA_vzDep,0_60vz,4,10,12,96870,0.000293584,0.00473424,NAME,h_phi_diff_cpCorrEA_geom_10_12_0_60vz
phi,CLUSCP_EA_etaDep,0_60vz,4,10,12,96870,0.000290488,0.00473114,NAME,h_phi_diff_cpCorrEA_fitEtaDep_10_12_0_60vz
phi,CLUSCP_EA,0_60vz,4,10,12,96870,0.000290762,0.004734,NAME,h_phi_diff_cpCorrEA_fitEnergyOnly_10_12_0_60vz
phi,CLUSCP_EA_mixed,0_60vz,4,10,12,96870,0.000289907,0.00473308,NAME,h_phi_diff_cpCorrEA_fitPhiE_etaEtaDep_10_12_0_60vz
phi,CLUScpDirectBvals,0_60vz,4,10,12,96870,0.000270889,0.00477758,NAME,h_phi_diff_cpBcorr_10_12_0_60vz
eta,PDCraw,0_60vz,4,10,12,96870,-5.10976e-05,0.00618159,XAXIS,h_eta_diff_raw_10_12_0_60vz
eta,PDCcor,0_60vz,4,10,12,96870,-3.74257e-05,0.00585555,XAXIS,h_eta_diff_corr_10_12_0_60vz
eta,CLUSRAW,0_60vz,4,10,12,96870,5.17693e-06,0.00623404,NAME,h_eta_diff_cpRaw_10_12_0_60vz
