variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
etaCore,8,3,25,0.177687,0.00054835,0.0226108,0.000499468,45.2697,0.0520632,0.0479408,0.208027,0.543901,0.0171006,286.42
etaMid,8,3,25,0.173136,0.000330524,0.0213515,0.000336444,63.4622,0.0491636,0.0452707,0.140068,0.529889,0.0149863,595.518
etaEdge,8,3,25,0.170601,0.000394911,0.0139125,0.000493608,28.1852,0.0320346,0.0294981,0.0796005,0.240597,0.0139711,417.9
fullEta,8,3,25,0.172288,0.000227869,0.0225873,0.000246201,91.7435,0.0520093,0.0478911,0.110275,0.539455,0.0145408,1197.61
originalEta,8,3,25,0.171042,0.000212554,0.0219426,0.000232675,94.3056,0.0505247,0.0465241,0.0991522,0.53573,0.0138992,1284.54
