variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
etaCore,6,3,25,0.18794,0.00068594,0.0345689,0.000773426,44.6958,0.0795978,0.0732951,0.211436,0.64914,0.0180619,269.941
etaMid,8,3,25,0.211282,0.00061272,0.0317198,0.000682341,46.4867,0.0730376,0.0672544,0.365545,0.539359,0.0208306,307.603
etaEdge,8,3,25,0.220436,0.000868942,0.0252647,0.00115248,21.9219,0.0581741,0.0535678,0.146719,0.337114,0.0197928,157.495
fullEta,8,3,25,0.208602,0.000408384,0.0340788,0.000481652,70.754,0.0784694,0.0722561,0.243118,0.563961,0.0201092,645.1
originalEta,8,3,25,0.210521,0.00039728,0.0336294,0.000467317,71.9627,0.0774346,0.0713032,0.201019,0.582211,0.0191323,619.356
