variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.177656,0.000582863,0.0307762,0.000742575,41.4451,0.0708647,0.0652536,0.15801,0.524654,0.017562,259.378
z10to20,8,3,25,0.1857,0.000618461,0.0276435,0.000732993,37.7132,0.0636515,0.0586115,0.105065,0.620878,0.0140137,144.746
z20to30,8,3,25,0.206192,0.000834053,0.021215,0.000837408,25.3342,0.0488494,0.0449815,0.143776,0.518343,0.0156984,99.3991
z30to45,8,3,25,0.232216,0.00105251,0.0245407,0.00103096,23.8036,0.056507,0.0520327,0.266808,0.470826,0.0206361,106.139
z45to60,6,3,25,0.344173,0.00323102,0.0705266,0.00414491,17.0152,0.162393,0.149535,1.65772,0.870828,0.0184994,10.7362
