variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to02,8,3,25,0.175662,0.00128144,0.0325982,0.00169173,19.2691,0.0750601,0.0691168,0.160609,0.524381,0.0180399,56.1287
z02to04,8,3,25,0.1775,0.00134303,0.0297437,0.00174525,17.0426,0.0684874,0.0630645,0.173124,0.445041,0.0192561,60.3647
z04to06,8,3,25,0.177071,0.00129421,0.0303029,0.00168335,18.0015,0.069775,0.0642501,0.171547,0.524051,0.0170293,49.0519
z06to08,7,3,25,0.178699,0.00129294,0.028598,0.00163826,17.4563,0.0658492,0.0606352,0.152819,0.586004,0.014792,43.0558
z08to10,8,3,25,0.180257,0.00134244,0.0279429,0.00164201,17.0175,0.0643409,0.0592463,0.138103,0.529354,0.0162945,42.9132
