variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.170614,0.000504469,0.0248715,0.000592335,41.9889,0.0572687,0.0527341,0.127161,0.496641,0.0158811,297.82
z10to20,8,3,25,0.171508,0.000497348,0.0235642,0.000581399,40.5301,0.0542585,0.0499622,0.112461,0.495625,0.0151556,278.614
z20to30,8,3,25,0.171137,0.000509734,0.0222123,0.000564938,39.3182,0.0511458,0.047096,0.105568,0.523517,0.0142812,234.506
z30to45,8,3,25,0.171163,0.000434854,0.0205581,0.000457731,44.9131,0.0473369,0.0435887,0.0912421,0.548458,0.0131646,276.79
z45to60,8,3,25,0.170999,0.000450673,0.0178189,0.000452525,39.3767,0.0410296,0.0377809,0.07475,0.555182,0.0117436,207.05
