variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to02,8,3,25,0.201712,0.00192586,0.00175813,0.00192586,0.912903,0.00404823,0.00372769,0.0127019,0.104353,0.00355649,1.19214
z02to04,8,3,25,0.203362,0.00191771,0.000424891,0.00191771,0.221562,0.000978347,0.000900881,0.00638723,0.0277342,0.00173731,0.286819
z04to06,8,3,25,0.192577,0.00169313,0.00405144,0.00169313,2.39286,0.00932879,0.00859013,0.00999043,0.804145,0.0014305,0.232426
z06to08,8,3,25,0.193253,0.00173499,0.00358718,0.00173499,2.06755,0.00825978,0.00760576,0.00960822,0.554696,0.00227264,0.571955
z08to10,8,3,25,0.196905,0.00172054,3.1008e-05,0.00172054,0.0180222,7.13986e-05,6.57452e-05,0.0122975,4.13031e-05,0.00337919,1.31059
