variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.197487,0.000793666,0.00202286,0.000793666,2.54875,0.0046578,0.00428899,0.00701669,0.37873,0.00181733,1.77604
z10to20,8,3,25,0.195061,0.000799293,0.00418907,0.000799293,5.24097,0.00964569,0.00888193,0.00932407,0.865335,0.00121391,0.712431
z20to30,8,3,25,0.223883,0.0011923,-0.00543859,0.0011923,-4.56144,-0.0125228,-0.0115312,0.0135246,0.836779,0.00162098,0.676422
z30to45,8,3,25,0.273,0.00193468,-0.0122982,0.00193468,-6.35671,-0.0283176,-0.0260754,0.0333865,0.625899,0.00660926,4.0253
z45to60,5,5,25,0.581864,0.0212983,-0.116341,0.0212983,-5.46246,-0.267886,-0.187244,0.263268,0.911345,0.0121261,0.967557
