variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.188284,0.000353248,-0.00254355,0.000353248,-7.20048,-0.00585675,-0.00539301,0.00674198,0.866554,0.000666576,1.3307
z10to20,8,3,25,0.192384,0.000372107,-0.00246435,0.000372107,-6.62268,-0.00567437,-0.00522507,0.00606433,0.813222,0.000805972,1.67893
z20to30,8,3,25,0.208018,0.000470594,-0.00611304,0.000470594,-12.9901,-0.0140758,-0.0129613,0.0131106,0.971651,0.000690084,0.82053
z30to45,8,3,25,0.234889,0.000574244,-0.00987074,0.000574244,-17.1891,-0.0227282,-0.0209286,0.0193276,0.95416,0.00142851,2.3658
z45to60,8,3,25,0.323109,0.00156916,-0.00287251,0.00156916,-1.8306,-0.0066142,-0.00609048,0.0268111,0.0412798,0.010318,12.9715
