variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
etaCore,8,3,25,0.177571,0.000637828,-0.00590388,0.000637828,-9.25623,-0.0135942,-0.0125178,0.0143245,0.86988,0.00146542,2.13599
etaEdge,8,3,25,0.197487,0.000793666,0.00202286,0.000793666,2.54875,0.0046578,0.00428899,0.00701669,0.37873,0.00181733,1.77604
etaMid,8,3,25,0.195309,0.000583608,-0.0049467,0.000583608,-8.47608,-0.0113902,-0.0104883,0.012968,0.901985,0.00104928,1.30116
fullEta,8,3,25,0.191789,0.00038066,-0.00365467,0.00038066,-9.60088,-0.0084152,-0.00774887,0.00959,0.8676,0.00094051,2.34445
originalEta,8,3,25,0.188917,0.000365163,-0.00256471,0.000365163,-7.02348,-0.00590547,-0.00543787,0.00745967,0.729524,0.001039,3.0482
