series,variant,residual,E,mu,dmu,sigma,dsigma
0,no corr, cluster,phi,3,-0.0017912,1.92722e-05,0.00427773,1.36275e-05
0,no corr, cluster,phi,5,-0.00131925,1.82961e-05,0.00415055,1.29373e-05
0,no corr, cluster,phi,7,-0.00108708,1.72172e-05,0.0040675,1.21744e-05
0,no corr, cluster,phi,9,-0.000900243,1.71859e-05,0.00415182,1.21523e-05
0,no corr, cluster,phi,11,-0.000681897,1.75551e-05,0.00426592,1.24133e-05
0,no corr, cluster,phi,13.5,-0.00048293,1.46616e-05,0.00436357,1.03673e-05
0,no corr, cluster,phi,17.5,-0.000224906,1.13047e-05,0.00435217,7.99365e-06
0,no corr, cluster,phi,25,-6.53361e-05,7.36871e-06,0.00403536,5.21046e-06
