variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
etaCore,8,3,25,0.177377,0.00062788,-0.00615566,0.00062788,-9.80388,-0.0141739,-0.0130516,0.0141208,0.952172,0.00088525,0.804659
etaEdge,8,3,25,0.196346,0.000767601,0.00240799,0.000767601,3.13703,0.00554459,0.00510557,0.00714353,0.599765,0.00139059,1.09451
etaMid,8,3,25,0.194409,0.000557114,-0.00494446,0.000557114,-8.87514,-0.0113851,-0.0104836,0.0123351,0.924204,0.000914707,1.07665
fullEta,8,3,25,0.191075,0.000368114,-0.0035925,0.000368114,-9.75919,-0.00827203,-0.00761704,0.00883567,0.946941,0.000562341,0.889429
originalEta,8,3,25,0.188284,0.000353248,-0.00254355,0.000353248,-7.20048,-0.00585675,-0.00539301,0.00674198,0.866554,0.000666576,1.3307
