variant,Ecenter,mean,meanErr,RMS,RMSErr
CLUSRAW,3,2.44179e-05,1.19873e-05,0.0062432,8.47632e-06
CLUSRAW,5,1.84257e-05,1.05636e-05,0.00556867,7.46958e-06
CLUSRAW,7,2.21503e-05,9.66117e-06,0.00523602,6.83148e-06
CLUSRAW,9,2.97587e-05,9.23151e-06,0.00507623,6.52766e-06
CLUSRAW,11,3.30341e-05,8.99622e-06,0.00496042,6.36129e-06
CLUSRAW,13.5,3.12413e-05,7.2345e-06,0.00486347,5.11556e-06
CLUSRAW,17.5,3.18073e-05,5.46189e-06,0.00473152,3.86214e-06
CLUSRAW,25,2.22876e-05,3.70885e-06,0.00454089,2.62255e-06
CLUSCP,3,2.57347e-05,1.12065e-05,0.00583653,7.9242e-06
CLUSCP,5,3.1149e-05,9.54968e-06,0.00503419,6.75265e-06
CLUSCP,7,3.65567e-05,8.56876e-06,0.00464397,6.05903e-06
CLUSCP,9,3.57432e-05,8.09867e-06,0.0044533,5.72662e-06
CLUSCP,11,4.6781e-05,7.87771e-06,0.00434368,5.57038e-06
CLUSCP,13.5,4.87921e-05,6.32385e-06,0.00425128,4.47164e-06
CLUSCP,17.5,4.83379e-05,4.77664e-06,0.00413791,3.3776e-06
CLUSCP,25,3.56297e-05,3.25237e-06,0.00398201,2.29977e-06
CLUSCP_EA,3,2.47772e-05,1.1085e-05,0.00577324,7.83827e-06
CLUSCP_EA,5,2.58283e-05,9.47355e-06,0.00499405,6.69881e-06
CLUSCP_EA,7,3.18729e-05,8.51618e-06,0.00461548,6.02185e-06
CLUSCP_EA,9,3.35751e-05,8.05452e-06,0.00442902,5.6954e-06
CLUSCP_EA,11,4.27339e-05,7.82541e-06,0.00431485,5.5334e-06
CLUSCP_EA,13.5,4.31142e-05,6.27381e-06,0.00421764,4.43626e-06
CLUSCP_EA,17.5,4.38801e-05,4.72523e-06,0.00409337,3.34124e-06
CLUSCP_EA,25,3.28292e-05,3.20036e-06,0.00391833,2.263e-06
CLUSCP_EA_vzDep,3,2.07457e-05,1.11977e-05,0.00583193,7.91794e-06
CLUSCP_EA_vzDep,5,2.0887e-05,9.5737e-06,0.00504685,6.76963e-06
CLUSCP_EA_vzDep,7,2.87972e-05,8.59811e-06,0.00465988,6.07978e-06
CLUSCP_EA_vzDep,9,2.87545e-05,8.11959e-06,0.00446481,5.74142e-06
CLUSCP_EA_vzDep,11,3.9296e-05,7.87507e-06,0.00434223,5.56852e-06
CLUSCP_EA_vzDep,13.5,3.95987e-05,6.30409e-06,0.00423799,4.45766e-06
CLUSCP_EA_vzDep,17.5,4.10216e-05,4.73556e-06,0.00410232,3.34854e-06
CLUSCP_EA_vzDep,25,3.10895e-05,3.19438e-06,0.003911,2.25877e-06
CLUSCP_EA_etaDep,3,2.46585e-05,1.10888e-05,0.00577524,7.84098e-06
CLUSCP_EA_etaDep,5,2.54596e-05,9.47962e-06,0.00499725,6.7031e-06
