variant,Ecenter,mean,meanErr,RMS,RMSErr
CLUSCP_EA_etaDep,7,3.13776e-05,8.52404e-06,0.00461974,6.0274e-06
CLUSCP_EA_etaDep,9,3.34799e-05,8.06381e-06,0.00443414,5.70198e-06
CLUSCP_EA_etaDep,11,4.25599e-05,7.83501e-06,0.00432014,5.54019e-06
CLUSCP_EA_etaDep,13.5,4.26563e-05,6.28321e-06,0.00422395,4.4429e-06
CLUSCP_EA_etaDep,17.5,4.35371e-05,4.7331e-06,0.00410019,3.34681e-06
CLUSCP_EA_etaDep,25,3.24345e-05,3.20688e-06,0.00392631,2.26761e-06
CLUSCP_EA_vzEtaDep,3,2.02169e-05,1.1241e-05,0.00585449,7.94857e-06
CLUSCP_EA_vzEtaDep,5,2.01858e-05,9.62891e-06,0.00507595,6.80867e-06
CLUSCP_EA_vzEtaDep,7,2.84212e-05,8.66195e-06,0.00469448,6.12493e-06
CLUSCP_EA_vzEtaDep,9,2.91916e-05,8.18866e-06,0.00450279,5.79026e-06
CLUSCP_EA_vzEtaDep,11,3.94742e-05,7.9466e-06,0.00438167,5.61909e-06
CLUSCP_EA_vzEtaDep,13.5,3.87049e-05,6.3662e-06,0.00427974,4.50158e-06
CLUSCP_EA_vzEtaDep,17.5,4.07299e-05,4.78846e-06,0.00414815,3.38596e-06
CLUSCP_EA_vzEtaDep,25,2.97439e-05,3.23669e-06,0.00396281,2.28869e-06
CLUSCP_EA_EandIncident,3,5.56169e-05,1.12556e-05,0.00586208,7.95888e-06
CLUSCP_EA_EandIncident,5,5.86537e-05,9.70538e-06,0.00511626,6.86274e-06
CLUSCP_EA_EandIncident,7,6.41865e-05,8.78159e-06,0.00475932,6.20952e-06
CLUSCP_EA_EandIncident,9,6.90861e-05,8.34291e-06,0.00458761,5.89933e-06
CLUSCP_EA_EandIncident,11,7.68892e-05,8.12041e-06,0.00447751,5.742e-06
CLUSCP_EA_EandIncident,13.5,7.71009e-05,6.5284e-06,0.00438879,4.61628e-06
CLUSCP_EA_EandIncident,17.5,7.89841e-05,4.92842e-06,0.00426939,3.48492e-06
CLUSCP_EA_EandIncident,25,6.67702e-05,3.34716e-06,0.00409806,2.3668e-06
PDCraw,3,-8.47075e-06,1.21419e-05,0.00632368,8.58559e-06
PDCraw,5,-1.8437e-05,1.06946e-05,0.00563773,7.56221e-06
PDCraw,7,-8.83686e-06,9.76351e-06,0.00529149,6.90385e-06
PDCraw,9,1.63672e-06,9.30002e-06,0.0051139,6.57611e-06
PDCraw,11,2.8578e-06,9.0242e-06,0.00497585,6.38107e-06
PDCraw,13.5,-1.1241e-06,7.24893e-06,0.00487317,5.12577e-06
PDCraw,17.5,-1.51922e-06,5.45259e-06,0.00472346,3.85556e-06
PDCraw,25,-4.34654e-06,3.68346e-06,0.0045098,2.6046e-06
PDCcor,3,-1.45964e-05,1.11694e-05,0.00581719,7.89793e-06
PDCcor,5,-1.77406e-05,9.5188e-06,0.00501791,6.73081e-06
PDCcor,7,-7.2119e-06,8.52624e-06,0.00462093,6.02896e-06
PDCcor,9,-2.61988e-06,8.02915e-06,0.00441507,5.67746e-06
PDCcor,11,5.27654e-06,7.7518e-06,0.00427426,5.48135e-06
PDCcor,13.5,2.78186e-06,6.19855e-06,0.00416704,4.38304e-06
PDCcor,17.5,1.37509e-06,4.6397e-06,0.00401928,3.28076e-06
PDCcor,25,-2.85809e-06,3.11192e-06,0.00381005,2.20046e-06
CLUScpDirectBvals,3,2.7075e-05,1.1069e-05,0.00576489,7.82693e-06
CLUScpDirectBvals,5,2.7513e-05,9.44623e-06,0.00497965,6.67949e-06
CLUScpDirectBvals,7,3.25226e-05,8.48734e-06,0.00459985,6.00146e-06
CLUScpDirectBvals,9,3.40119e-05,8.02753e-06,0.00441419,5.67632e-06
CLUScpDirectBvals,11,4.43771e-05,7.80059e-06,0.00430116,5.51585e-06
CLUScpDirectBvals,13.5,4.43545e-05,6.2498e-06,0.0042015,4.41928e-06
CLUScpDirectBvals,17.5,4.37704e-05,4.70795e-06,0.0040784,3.32902e-06
CLUScpDirectBvals,25,3.28366e-05,3.18367e-06,0.0038979,2.2512e-06
