variant,Ecenter,mean,meanErr,RMS,RMSErr
CLUSCP_EA_vzEtaDep,9,-0.000130021,6.03322e-06,0.00331902,4.26613e-06
CLUSCP_EA_vzEtaDep,11,6.33042e-05,6.28838e-06,0.00346825,4.44655e-06
CLUSCP_EA_vzEtaDep,13.5,0.000296981,5.28112e-06,0.00355085,3.73431e-06
CLUSCP_EA_vzEtaDep,17.5,0.000514279,3.94671e-06,0.00341912,2.79074e-06
CLUSCP_EA_vzEtaDep,25,0.000690758,2.40654e-06,0.00294643,1.70168e-06
CLUSCP_EA_EandIncident,3,-0.0011465,7.16999e-06,0.00373422,5.06995e-06
CLUSCP_EA_EandIncident,5,-0.000650297,6.35304e-06,0.00334831,4.49227e-06
CLUSCP_EA_EandIncident,7,-0.000384122,5.9256e-06,0.00321206,4.19003e-06
CLUSCP_EA_EandIncident,9,-0.0002076,6.03541e-06,0.00332023,4.26768e-06
CLUSCP_EA_EandIncident,11,-1.31647e-05,6.29027e-06,0.00346929,4.44789e-06
CLUSCP_EA_EandIncident,13.5,0.000225753,5.28279e-06,0.00355198,3.7355e-06
CLUSCP_EA_EandIncident,17.5,0.00044379,3.94828e-06,0.00342048,2.79186e-06
CLUSCP_EA_EandIncident,25,0.000608834,2.40736e-06,0.00294743,1.70226e-06
PDCraw,3,-0.00170551,8.2521e-06,0.0042978,5.83511e-06
PDCraw,5,-0.00124964,7.81846e-06,0.00412064,5.52849e-06
PDCraw,7,-0.00100101,7.51117e-06,0.00407155,5.3112e-06
PDCraw,9,-0.00080407,7.55825e-06,0.00415798,5.34449e-06
PDCraw,11,-0.000590234,7.72156e-06,0.0042587,5.45997e-06
PDCraw,13.5,-0.00036118,6.41606e-06,0.00431395,4.53684e-06
PDCraw,17.5,-0.000145816,4.90189e-06,0.00424661,3.46616e-06
PDCraw,25,8.56919e-06,3.23022e-06,0.00395489,2.28411e-06
PDCcor,3,-0.00123974,7.15243e-06,0.00372508,5.05753e-06
PDCcor,5,-0.000739673,6.31581e-06,0.00332869,4.46595e-06
PDCcor,7,-0.000474659,5.87916e-06,0.00318689,4.15719e-06
PDCcor,9,-0.000294373,6.00203e-06,0.00330186,4.24407e-06
PDCcor,11,-9.33219e-05,6.26607e-06,0.00345594,4.43078e-06
PDCcor,13.5,0.000129698,5.24062e-06,0.00352362,3.70568e-06
PDCcor,17.5,0.000355929,3.90839e-06,0.00338593,2.76365e-06
PDCcor,25,0.000552531,2.40201e-06,0.00294088,1.69848e-06
CLUScpDirectBvals,3,-0.0011375,7.37996e-06,0.00384358,5.21842e-06
CLUScpDirectBvals,5,-0.000621089,6.60638e-06,0.00348183,4.67142e-06
CLUScpDirectBvals,7,-0.000353164,6.18004e-06,0.00334999,4.36995e-06
CLUScpDirectBvals,9,-0.00017654,6.27011e-06,0.00344934,4.43364e-06
CLUScpDirectBvals,11,1.43829e-05,6.51949e-06,0.00359572,4.60998e-06
CLUScpDirectBvals,13.5,0.00024995,5.46385e-06,0.00367372,3.86353e-06
CLUScpDirectBvals,17.5,0.000460284,4.09333e-06,0.00354614,2.89442e-06
CLUScpDirectBvals,25,0.000625275,2.51779e-06,0.00308264,1.78035e-06
