variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.188228,0.000601133,-0.00252787,0.000367939,-6.87035,-0.00582063,-0.00535975,0.00674451,0.841042,0.000733998,1.48686
z10to20,8,3,25,0.192266,0.000627933,-0.00233392,0.000388304,-6.01055,-0.00537406,-0.00494853,0.00597909,0.766385,0.000878893,1.8354
z20to30,8,3,25,0.207996,0.000810897,-0.00612853,0.000489532,-12.5192,-0.0141115,-0.0129941,0.0129988,0.959305,0.000835599,1.1081
z30to45,8,3,25,0.235485,0.00101099,-0.010342,0.000599554,-17.2494,-0.0238133,-0.0219277,0.0203053,0.957687,0.0014296,2.19102
z45to60,8,3,25,0.322516,0.00262481,-0.00270411,0.0016377,-1.65117,-0.00622644,-0.00573343,0.0256704,0.037411,0.0101836,11.6916
