variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to02,8,3,25,0.187871,0.00134991,-0.00220239,0.000827118,-2.66272,-0.00507118,-0.00466964,0.00660107,0.692263,0.000979185,0.525303
z02to04,8,3,25,0.187243,0.00133904,-0.00252936,0.000819484,-3.08653,-0.00582407,-0.00536291,0.00738113,0.687698,0.00113136,0.721051
z04to06,8,3,25,0.186277,0.00132904,-0.00101814,0.000819574,-1.24228,-0.00234436,-0.00215873,0.00688821,0.171253,0.00151196,1.24472
z06to08,8,3,25,0.189039,0.00137181,-0.00256914,0.000837692,-3.06692,-0.00591566,-0.00544725,0.00661904,0.803017,0.00084965,0.384556
z08to10,8,3,25,0.190574,0.00136936,-0.00426832,0.000829808,-5.14374,-0.00982817,-0.00904997,0.0088752,0.855708,0.00116379,0.743577
