variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.181697,0.000436904,-0.00646334,0.000436904,-14.7935,-0.0148824,-0.013704,0.0183347,0.834355,0.00184373,7.24132
z10to20,8,3,25,0.181893,0.000435829,-0.00634639,0.000435829,-14.5616,-0.0146131,-0.013456,0.0176252,0.855783,0.001705,5.95558
z20to30,8,3,25,0.180856,0.000453004,-0.00614022,0.000453004,-13.5544,-0.0141384,-0.0130189,0.0170769,0.869141,0.00154306,4.61028
z30to45,8,3,25,0.179983,0.000381681,-0.00635401,0.000381681,-16.6474,-0.0146307,-0.0134722,0.0152141,0.968605,0.000746394,1.49713
z45to60,8,3,25,0.177713,0.000395666,-0.00683678,0.000395666,-17.2792,-0.0157423,-0.0144958,0.0163563,0.938877,0.00114228,3.23961
