variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to02,8,3,25,0.188618,0.000824443,-0.00220873,0.000824443,-2.67906,-0.00508579,-0.00468309,0.00775084,0.482867,0.00151542,1.28111
z02to04,8,3,25,0.187935,0.000813143,-0.00262202,0.000813143,-3.22455,-0.00603742,-0.00555937,0.00916924,0.53814,0.00160591,1.48731
z04to06,8,3,25,0.186958,0.000810012,-0.0013051,0.000810012,-1.61121,-0.00300511,-0.00276716,0.00690564,0.303139,0.00132824,0.994625
z06to08,8,3,25,0.189856,0.000834276,-0.00264049,0.000834276,-3.16501,-0.00607996,-0.00559854,0.00900703,0.527184,0.00165966,1.49737
z08to10,8,3,25,0.190945,0.000820377,-0.00393116,0.000820377,-4.7919,-0.00905184,-0.00833511,0.00834872,0.77809,0.00139713,1.09147
