variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.18183,0.000305758,-0.00647773,0.000305758,-21.1858,-0.0149155,-0.0137345,0.0182114,0.849426,0.00174699,13.2606
z10to20,8,3,25,0.182641,0.00030582,-0.00671612,0.00030582,-21.961,-0.0154644,-0.0142399,0.0180606,0.87915,0.00162742,11.0493
z20to30,8,3,25,0.180654,0.000313967,-0.00622101,0.000313967,-19.8142,-0.0143244,-0.0131902,0.0172995,0.863864,0.00160421,10.3117
z30to45,8,3,25,0.179717,0.000267489,-0.00640404,0.000267489,-23.9413,-0.0147458,-0.0135783,0.0163244,0.932147,0.00111918,6.95388
z45to60,8,3,25,0.177573,0.0002771,-0.00664905,0.0002771,-23.9951,-0.01531,-0.0140977,0.0161114,0.945685,0.00104368,5.51148
