variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
etaCore,8,3,25,0.201334,0.000382106,-0.00463496,0.000382106,-12.13,-0.0106724,-0.00982733,0.0105844,0.895969,0.00103271,2.84736
etaEdge,8,3,25,0.226535,0.000536546,-0.00435003,0.000536546,-8.10747,-0.0100163,-0.0092232,0.00818708,0.877294,0.0011363,1.53229
etaMid,8,3,25,0.224164,0.00033948,-0.0110397,0.00033948,-32.5194,-0.0254198,-0.023407,0.0230736,0.958616,0.00146771,7.60888
fullEta,8,3,25,0.218435,0.000230749,-0.00798662,0.000230749,-34.6118,-0.0183899,-0.0169337,0.0168261,0.967964,0.000952734,6.60819
originalEta,8,3,25,0.216717,0.000225529,-0.00577657,0.000225529,-25.6134,-0.0133011,-0.0122479,0.0122455,0.950665,0.000883874,5.67434
