variant,N,E_min,E_max,b0@E0,db0,m_lnE,dm_lnE,z_m,m_per_decade,Delta_b_fit,Delta_b_data,R2w,RMSEw,chi2_ndf
z00to10,8,3,25,0.177377,0.00062788,-0.00615566,0.00062788,-9.80388,-0.0141739,-0.0130516,0.0141208,0.952172,0.00088525,0.804659
z10to20,8,3,25,0.173872,0.000581102,-0.00695566,0.000581102,-11.9698,-0.016016,-0.0147478,0.0151311,0.981933,0.000604465,0.439367
z20to30,8,3,25,0.17853,0.000642729,-0.00700352,0.000642729,-10.8965,-0.0161262,-0.0148493,0.0171683,0.937906,0.00112777,1.31014
z30to45,8,3,25,0.204273,0.000832827,-0.00470741,0.000832827,-5.65232,-0.0108392,-0.00998095,0.0117615,0.783247,0.00156496,1.47357
z45to60,7,3,25,0.339446,0.00629741,0.089787,0.00629741,14.2578,0.206742,0.190372,0.186985,0.956989,0.0146341,1.82727
